concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,ai_suggested_label,embedding_similarity,keyword_overlap,reason
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Quadratic forms,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,1,0.3275,0.0,Foundational kw in A + sim=0.327 + delta=2
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear and Non-Linear Programming Problems,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,0,0.2021,0.14285714285714285,"No prereq signal: sim=0.202, delta=3, kw=0.143"
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,0,0.0988,0.07692307692307693,Low sim=0.099 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.1691,0.14285714285714285,"No prereq signal: sim=0.169, delta=5, kw=0.143"
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.1148,0.07142857142857142,Low sim=0.115 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,0.1524,0.0,"No prereq signal: sim=0.152, delta=7, kw=0.000"
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,0,0.0919,0.0,Low sim=0.092 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,9,1,0,0.0756,0.0,Low sim=0.076 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,10,1,0,0.0743,0.0,Low sim=0.074 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,11,1,0,0.2843,0.08333333333333333,"No prereq signal: sim=0.284, delta=11, kw=0.083"
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,12,1,0,0.1457,0.06666666666666667,Low sim=0.146 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,13,1,0,-0.0551,0.0,Low sim=-0.055 - no semantic relation
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,14,1,0,0.0501,0.07142857142857142,Low sim=0.050 - no semantic relation
Similarity of matrices,Quadratic forms,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,0,0.1835,0.0,"No prereq signal: sim=0.184, delta=1, kw=0.000"
Similarity of matrices,Linear and Non-Linear Programming Problems,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,0,0.0555,0.0,Low sim=0.056 - no semantic relation
Similarity of matrices,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,0,0.0718,0.2,Low sim=0.072 - no semantic relation
Similarity of matrices,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,0,0.0275,0.14285714285714285,Low sim=0.027 - no semantic relation
Similarity of matrices,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.057,0.0,Low sim=0.057 - no semantic relation
Similarity of matrices,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.0153,0.0,Low sim=0.015 - no semantic relation
Similarity of matrices,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,-0.0045,0.0,Low sim=-0.004 - no semantic relation
Similarity of matrices,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,0,0.0595,0.0,Low sim=0.060 - no semantic relation
Similarity of matrices,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,9,1,0,0.0499,0.0,Low sim=0.050 - no semantic relation
Similarity of matrices,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,10,1,0,0.1671,0.0,"No prereq signal: sim=0.167, delta=10, kw=0.000"
Similarity of matrices,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,11,1,0,0.0755,0.14285714285714285,Low sim=0.075 - no semantic relation
Similarity of matrices,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,12,1,0,-0.0128,0.0,Low sim=-0.013 - no semantic relation
Similarity of matrices,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,13,1,0,0.0009,0.16666666666666666,Low sim=0.001 - no semantic relation
Similarity of matrices,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,14,1,0,-0.0637,0.1111111111111111,Low sim=-0.064 - no semantic relation
Quadratic forms,Linear and Non-Linear Programming Problems,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,0,0.161,0.0,"No prereq signal: sim=0.161, delta=1, kw=0.000"
Quadratic forms,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,1,0.2615,0.0,Adjacent same-course topics: delta=2 + sim=0.262
Quadratic forms,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,0,0.1094,0.0,Low sim=0.109 - no semantic relation
Quadratic forms,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,0,0.226,0.0,"No prereq signal: sim=0.226, delta=4, kw=0.000"
Quadratic forms,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.1793,0.0,"No prereq signal: sim=0.179, delta=5, kw=0.000"
Quadratic forms,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.1713,0.0,"No prereq signal: sim=0.171, delta=6, kw=0.000"
Quadratic forms,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,0.2002,0.0,"No prereq signal: sim=0.200, delta=7, kw=0.000"
Quadratic forms,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,0,0.2168,0.0,"No prereq signal: sim=0.217, delta=8, kw=0.000"
Quadratic forms,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,9,1,0,0.2821,0.0,"No prereq signal: sim=0.282, delta=9, kw=0.000"
Quadratic forms,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,10,1,0,0.1161,0.0,Low sim=0.116 - no semantic relation
Quadratic forms,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,11,1,0,0.1331,0.0,Low sim=0.133 - no semantic relation
Quadratic forms,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,12,1,0,0.0328,0.0,Low sim=0.033 - no semantic relation
Quadratic forms,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,13,1,0,0.0468,0.0,Low sim=0.047 - no semantic relation
Quadratic forms,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,14,1,0,0.1998,0.0,delta=14>=12 + sim=0.200<0.45 - far + weakly related
Linear and Non-Linear Programming Problems,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,1,0.2528,0.0,Adjacent same-course topics: delta=1 + sim=0.253
Linear and Non-Linear Programming Problems,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,1,0.2497,0.1111111111111111,Adjacent same-course topics: delta=2 + sim=0.250
Linear and Non-Linear Programming Problems,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,1,0.575,0.125,sim=0.575>=0.45 + delta=3<=5
Linear and Non-Linear Programming Problems,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,0,0.2234,0.0,"No prereq signal: sim=0.223, delta=4, kw=0.000"
Linear and Non-Linear Programming Problems,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.3948,0.0,"No prereq signal: sim=0.395, delta=5, kw=0.000"
Linear and Non-Linear Programming Problems,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.2473,0.0,"No prereq signal: sim=0.247, delta=6, kw=0.000"
Linear and Non-Linear Programming Problems,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,-0.0405,0.0,Low sim=-0.041 - no semantic relation
Linear and Non-Linear Programming Problems,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,0,0.1338,0.16666666666666666,Low sim=0.134 - no semantic relation
Linear and Non-Linear Programming Problems,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,9,1,0,0.0412,0.0,Low sim=0.041 - no semantic relation
Linear and Non-Linear Programming Problems,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,10,1,0,0.0428,0.0,Low sim=0.043 - no semantic relation
Linear and Non-Linear Programming Problems,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,11,1,0,-0.127,0.0,Low sim=-0.127 - no semantic relation
Linear and Non-Linear Programming Problems,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,12,1,0,-0.0229,0.09090909090909091,Low sim=-0.023 - no semantic relation
Linear and Non-Linear Programming Problems,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,13,1,0,-0.13,0.0,Low sim=-0.130 - no semantic relation
Linear and Non-Linear Programming Problems,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,14,1,0,0.2796,0.0,delta=14>=12 + sim=0.280<0.45 - far + weakly related
Types of solutions,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,0,0.1217,0.14285714285714285,Low sim=0.122 - no semantic relation
Types of solutions,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,1,0.479,0.16666666666666666,sim=0.479>=0.45 + delta=2<=5
Types of solutions,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,0,0.1297,0.0,Low sim=0.130 - no semantic relation
Types of solutions,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,1,0.2761,0.0,Foundational kw in A + sim=0.276 + delta=4
Types of solutions,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.1889,0.0,"No prereq signal: sim=0.189, delta=5, kw=0.000"
Types of solutions,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.0776,0.0,Low sim=0.078 - no semantic relation
Types of solutions,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,0.1037,0.0,Low sim=0.104 - no semantic relation
Types of solutions,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,0,0.0485,0.14285714285714285,Low sim=0.049 - no semantic relation
Types of solutions,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,9,1,0,0.1982,0.0,"No prereq signal: sim=0.198, delta=9, kw=0.000"
Types of solutions,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,10,1,0,0.0109,0.16666666666666666,Low sim=0.011 - no semantic relation
Types of solutions,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,11,1,0,0.0343,0.1111111111111111,Low sim=0.034 - no semantic relation
Types of solutions,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,12,1,0,0.0521,0.14285714285714285,Low sim=0.052 - no semantic relation
Types of solutions,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,13,1,0,0.1037,0.2,Low sim=0.104 - no semantic relation
Types of solutions,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,14,1,0,0.0109,0.0,Low sim=0.011 - no semantic relation
Standard and Canonical of LPP,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,1,0.224,0.125,Adjacent same-course topics: delta=1 + sim=0.224
Standard and Canonical of LPP,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,0,0.1656,0.0,"No prereq signal: sim=0.166, delta=2, kw=0.000"
Standard and Canonical of LPP,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,0,0.1601,0.0,"No prereq signal: sim=0.160, delta=3, kw=0.000"
Standard and Canonical of LPP,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,0,0.0818,0.0,Low sim=0.082 - no semantic relation
Standard and Canonical of LPP,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.0827,0.0,Low sim=0.083 - no semantic relation
Standard and Canonical of LPP,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.1686,0.0,"No prereq signal: sim=0.169, delta=6, kw=0.000"
Standard and Canonical of LPP,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,0.0824,0.1111111111111111,Low sim=0.082 - no semantic relation
Standard and Canonical of LPP,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,0,0.0865,0.0,Low sim=0.086 - no semantic relation
Standard and Canonical of LPP,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,9,1,0,-0.0222,0.125,Low sim=-0.022 - no semantic relation
Standard and Canonical of LPP,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,10,1,0,0.0379,0.2,Low sim=0.038 - no semantic relation
Standard and Canonical of LPP,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,11,1,0,0.0169,0.1111111111111111,Low sim=0.017 - no semantic relation
Standard and Canonical of LPP,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,12,1,0,0.1162,0.14285714285714285,Low sim=0.116 - no semantic relation
Standard and Canonical of LPP,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,13,1,0,0.0601,0.0,Low sim=0.060 - no semantic relation
Standard and Canonical of LPP,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,14,1,0,0.0491,0.0,Low sim=0.049 - no semantic relation
Basic and Feasible solutions,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,1,0.33,0.0,Foundational kw in A + sim=0.330 + delta=1
Basic and Feasible solutions,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,1,0.4269,0.0,Foundational kw in A + sim=0.427 + delta=2
Basic and Feasible solutions,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,1,0.2568,0.0,Foundational kw in A + sim=0.257 + delta=3
Basic and Feasible solutions,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,0,0.1335,0.0,Low sim=0.133 - no semantic relation
Basic and Feasible solutions,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,0,0.1608,0.0,"No prereq signal: sim=0.161, delta=5, kw=0.000"
Basic and Feasible solutions,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,0,0.1536,0.0,"No prereq signal: sim=0.154, delta=6, kw=0.000"
Basic and Feasible solutions,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,0,0.143,0.0,Low sim=0.143 - no semantic relation
