concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label,embedding_similarity,keyword_overlap,suggested_label,reason
Discrete and Continuous random variables,Probability Distribution: Poisson and Normal distribution,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,3,1,,0.4303,0.1111,0,No signal: sim=0.430 delta=3 kw=0.111
Discrete and Continuous random variables,Sampling distribution,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,4,1,,0.3343,0.0,0,No signal: sim=0.334 delta=4 kw=0.000
Discrete and Continuous random variables,Test of Hypothesis,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,5,1,,0.136,0.0,0,Low sim=0.136
Discrete and Continuous random variables,Critical region,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,6,1,,0.1075,0.0,0,Low sim=0.108
Discrete and Continuous random variables,One-tailed,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,7,1,,0.0876,0.0,0,Low sim=0.088
Moment generating functions,Self- learning Topics: Conditional probability,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,1,1,,0.0536,0.0,0,Low sim=0.054
Moment generating functions,Probability Distribution: Poisson and Normal distribution,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,2,1,,0.2666,0.0,1,Adjacent topics: delta=2 + sim=0.267
Moment generating functions,Sampling distribution,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,3,1,,0.2619,0.0,0,No signal: sim=0.262 delta=3 kw=0.000
Moment generating functions,Test of Hypothesis,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,4,1,,0.114,0.0,0,Low sim=0.114
Moment generating functions,Critical region,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,5,1,,0.0393,0.0,0,Low sim=0.039
Moment generating functions,One-tailed,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,6,1,,0.0844,0.0,0,Low sim=0.084
Self- learning Topics: Conditional probability,Probability Distribution: Poisson and Normal distribution,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,1,1,,0.1486,0.1111,0,Low sim=0.149
Self- learning Topics: Conditional probability,Sampling distribution,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,2,1,,0.1729,0.0,0,No signal: sim=0.173 delta=2 kw=0.000
Self- learning Topics: Conditional probability,Test of Hypothesis,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,3,1,,0.114,0.0,0,Low sim=0.114
Self- learning Topics: Conditional probability,Critical region,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,4,1,,0.0894,0.0,0,Low sim=0.089
Self- learning Topics: Conditional probability,One-tailed,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,5,1,,0.1863,0.0,0,No signal: sim=0.186 delta=5 kw=0.000
Probability Distribution: Poisson and Normal distribution,Sampling distribution,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,1,1,,0.4359,0.1667,1,Adjacent topics: delta=1 + sim=0.436
Probability Distribution: Poisson and Normal distribution,Test of Hypothesis,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,2,1,,0.2582,0.0,1,Adjacent topics: delta=2 + sim=0.258
Probability Distribution: Poisson and Normal distribution,Critical region,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,3,1,,0.0175,0.0,0,Low sim=0.018
Probability Distribution: Poisson and Normal distribution,One-tailed,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,4,1,,0.1004,0.0,0,Low sim=0.100
Sampling distribution,Test of Hypothesis,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,1,1,,0.2893,0.0,1,Adjacent topics: delta=1 + sim=0.289
Sampling distribution,Critical region,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,2,1,,0.0658,0.0,0,Low sim=0.066
Sampling distribution,One-tailed,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,3,1,,0.1683,0.0,0,No signal: sim=0.168 delta=3 kw=0.000
Test of Hypothesis,Critical region,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,1,1,,0.1606,0.0,0,No signal: sim=0.161 delta=1 kw=0.000
Test of Hypothesis,One-tailed,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,2,1,,0.2761,0.0,1,Adjacent topics: delta=2 + sim=0.276
Critical region,One-tailed,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094111,Applied Mathematics for Civil,1,1,,0.2056,0.0,1,Adjacent topics: delta=1 + sim=0.206
Introduction to Survey of India Department; Department,Maharashtra. Role of revenue,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,1,1,,0.4686,0.1111,1,sim=0.469>=0.45 + delta=1<=5
Introduction to Survey of India Department; Department,Ranging and offsetting: Definitions,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,2,1,,0.0551,0.0,0,Low sim=0.055
Introduction to Survey of India Department; Department,Instruments required,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,3,1,,0.1493,0.0,0,Low sim=0.149
Introduction to Survey of India Department; Department,Levelling and Contouring,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,4,1,,0.1574,0.0,0,No signal: sim=0.157 delta=4 kw=0.000
Maharashtra. Role of revenue,Ranging and offsetting: Definitions,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,1,1,,0.0667,0.0,0,Low sim=0.067
Maharashtra. Role of revenue,Instruments required,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,2,1,,0.1203,0.0,0,Low sim=0.120
Maharashtra. Role of revenue,Levelling and Contouring,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,3,1,,0.1866,0.0,0,No signal: sim=0.187 delta=3 kw=0.000
Ranging and offsetting: Definitions,Instruments required,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,1,1,,0.1437,0.0,0,Low sim=0.144
Ranging and offsetting: Definitions,Levelling and Contouring,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,2,1,,0.1662,0.1667,0,No signal: sim=0.166 delta=2 kw=0.167
Instruments required,Levelling and Contouring,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094112,Surveying,1,1,,0.1678,0.0,0,No signal: sim=0.168 delta=1 kw=0.000
Determinate and Indeterminate Structures,Types of structures occurring in practice and their,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,1,1,,0.3345,0.2,1,Adjacent topics: delta=1 + sim=0.335
Determinate and Indeterminate Structures,Slope and Deflections in Statically Determinate Structures,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,2,1,,0.5177,0.375,1,sim=0.518>=0.45 + delta=2<=5
Determinate and Indeterminate Structures,Concept of Strain Energy,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,3,1,,0.0637,0.0,0,Low sim=0.064
Determinate and Indeterminate Structures,Slope and deflection in beams,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,4,1,,0.1352,0.125,0,Low sim=0.135
Determinate and Indeterminate Structures,Principle of Superposition,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,5,1,,0.1552,0.0,0,No signal: sim=0.155 delta=5 kw=0.000
Determinate and Indeterminate Structures,Principle of Virtual work,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,6,1,,0.0743,0.0,0,Low sim=0.074
Determinate and Indeterminate Structures,Castigliano’s  theorems,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,7,1,,0.0326,0.0,0,Low sim=0.033
Determinate and Indeterminate Structures,Betti’s  theorem  and  Maxwell’s,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,8,1,,0.0745,0.125,0,Low sim=0.075
Determinate and Indeterminate Structures,Macaulay’s Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,9,1,,0.1425,0.0,0,Low sim=0.142
Determinate and Indeterminate Structures,Moment Area Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,10,1,,-0.0165,0.0,0,Low sim=-0.016
Determinate and Indeterminate Structures,Unit Load Method for calculating slope and deflection for rigid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,11,1,,0.0403,0.0833,0,Low sim=0.040
Determinate and Indeterminate Structures,Influence lines for support reactions,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,12,1,,0.059,0.0,0,Low sim=0.059
Determinate and Indeterminate Structures,Determination of S.F. and B.M. at a section,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,13,1,,0.1149,0.0769,0,Low sim=0.115
Determinate and Indeterminate Structures,Introduction to the concept of slope deflection equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,14,1,,0.0385,0.0,0,Low sim=0.038
Types of structures occurring in practice and their,Slope and Deflections in Statically Determinate Structures,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,1,1,,0.3356,0.25,1,Foundational kw + sim=0.336 + delta=1
Types of structures occurring in practice and their,Concept of Strain Energy,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,2,1,,0.2153,0.0909,1,Adjacent topics: delta=2 + sim=0.215
Types of structures occurring in practice and their,Slope and deflection in beams,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,3,1,,0.137,0.1818,0,Low sim=0.137
Types of structures occurring in practice and their,Principle of Superposition,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,4,1,,0.2002,0.1,0,No signal: sim=0.200 delta=4 kw=0.100
Types of structures occurring in practice and their,Principle of Virtual work,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,5,1,,0.2381,0.0909,0,No signal: sim=0.238 delta=5 kw=0.091
Types of structures occurring in practice and their,Castigliano’s  theorems,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,6,1,,0.1026,0.0,0,Low sim=0.103
Types of structures occurring in practice and their,Betti’s  theorem  and  Maxwell’s,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,7,1,,0.0519,0.0833,0,Low sim=0.052
Types of structures occurring in practice and their,Macaulay’s Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,8,1,,0.1284,0.0,0,Low sim=0.128
Types of structures occurring in practice and their,Moment Area Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,9,1,,0.0379,0.0,0,Low sim=0.038
Types of structures occurring in practice and their,Unit Load Method for calculating slope and deflection for rigid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,10,1,,0.094,0.0625,0,Low sim=0.094
Types of structures occurring in practice and their,Influence lines for support reactions,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,11,1,,0.1723,0.0,0,No signal: sim=0.172 delta=11 kw=0.000
Types of structures occurring in practice and their,Determination of S.F. and B.M. at a section,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,12,1,,0.1111,0.125,0,Low sim=0.111
Types of structures occurring in practice and their,Introduction to the concept of slope deflection equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,13,1,,0.0182,0.0667,0,Low sim=0.018
Types of structures occurring in practice and their,Stiffness coefficients for prismatic members and their use,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,14,1,,0.2571,0.1429,0,Far apart: delta=14 + sim=0.257
Slope and Deflections in Statically Determinate Structures,Concept of Strain Energy,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,1,1,,0.2026,0.0,1,Adjacent topics: delta=1 + sim=0.203
Slope and Deflections in Statically Determinate Structures,Slope and deflection in beams,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,2,1,,0.5875,0.3333,1,sim=0.587>=0.45 + delta=2<=5
Slope and Deflections in Statically Determinate Structures,Principle of Superposition,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,3,1,,0.1689,0.0,0,No signal: sim=0.169 delta=3 kw=0.000
Slope and Deflections in Statically Determinate Structures,Principle of Virtual work,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,4,1,,0.0951,0.0,0,Low sim=0.095
Slope and Deflections in Statically Determinate Structures,Castigliano’s  theorems,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,5,1,,0.1102,0.0,0,Low sim=0.110
Slope and Deflections in Statically Determinate Structures,Betti’s  theorem  and  Maxwell’s,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,6,1,,0.117,0.0909,0,Low sim=0.117
Slope and Deflections in Statically Determinate Structures,Macaulay’s Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,7,1,,0.1983,0.0,0,No signal: sim=0.198 delta=7 kw=0.000
Slope and Deflections in Statically Determinate Structures,Moment Area Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,8,1,,0.0479,0.0,0,Low sim=0.048
Slope and Deflections in Statically Determinate Structures,Unit Load Method for calculating slope and deflection for rigid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,9,1,,0.509,0.1429,0,No signal: sim=0.509 delta=9 kw=0.143
Slope and Deflections in Statically Determinate Structures,Influence lines for support reactions,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,10,1,,0.2091,0.0,0,No signal: sim=0.209 delta=10 kw=0.000
Slope and Deflections in Statically Determinate Structures,Determination of S.F. and B.M. at a section,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,11,1,,0.2473,0.0625,0,No signal: sim=0.247 delta=11 kw=0.062
Slope and Deflections in Statically Determinate Structures,Introduction to the concept of slope deflection equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,12,1,,0.5563,0.0714,0,No signal: sim=0.556 delta=12 kw=0.071
Slope and Deflections in Statically Determinate Structures,Stiffness coefficients for prismatic members and their use,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,13,1,,0.4667,0.0714,0,No signal: sim=0.467 delta=13 kw=0.071
Slope and Deflections in Statically Determinate Structures,Application of direct stiffness method to indeterminate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,14,1,,0.3808,0.0,0,Far apart: delta=14 + sim=0.381
Concept of Strain Energy,Slope and deflection in beams,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,1,1,,0.2772,0.0,1,Foundational kw + sim=0.277 + delta=1
Concept of Strain Energy,Principle of Superposition,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,2,1,,0.1111,0.1667,0,Low sim=0.111
Concept of Strain Energy,Principle of Virtual work,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,3,1,,0.2775,0.1429,1,Foundational kw + sim=0.278 + delta=3
Concept of Strain Energy,Castigliano’s  theorems,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,4,1,,0.0292,0.0,0,Low sim=0.029
Concept of Strain Energy,Betti’s  theorem  and  Maxwell’s,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,5,1,,0.0526,0.0,0,Low sim=0.053
Concept of Strain Energy,Macaulay’s Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,6,1,,0.0387,0.0,0,Low sim=0.039
Concept of Strain Energy,Moment Area Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,7,1,,0.103,0.0,0,Low sim=0.103
Concept of Strain Energy,Unit Load Method for calculating slope and deflection for rigid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,8,1,,0.3349,0.0,1,Foundational kw + sim=0.335 + delta=8
Concept of Strain Energy,Influence lines for support reactions,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,9,1,,0.1754,0.0,0,No signal: sim=0.175 delta=9 kw=0.000
Concept of Strain Energy,Determination of S.F. and B.M. at a section,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,10,1,,0.0412,0.0769,0,Low sim=0.041
Concept of Strain Energy,Introduction to the concept of slope deflection equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,11,1,,0.2315,0.2,0,No signal: sim=0.231 delta=11 kw=0.200
Concept of Strain Energy,Stiffness coefficients for prismatic members and their use,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,12,1,,0.2965,0.0,0,Far apart: delta=12 + sim=0.296
Concept of Strain Energy,Application of direct stiffness method to indeterminate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,13,1,,0.2756,0.1,0,Far apart: delta=13 + sim=0.276
Slope and deflection in beams,Principle of Superposition,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,1,1,,0.1193,0.0,0,Low sim=0.119
Slope and deflection in beams,Principle of Virtual work,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,2,1,,0.0743,0.0,0,Low sim=0.074
Slope and deflection in beams,Castigliano’s  theorems,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,3,1,,0.0214,0.0,0,Low sim=0.021
Slope and deflection in beams,Betti’s  theorem  and  Maxwell’s,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,4,1,,0.0355,0.1111,0,Low sim=0.036
Slope and deflection in beams,Macaulay’s Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,5,1,,0.1138,0.0,0,Low sim=0.114
Slope and deflection in beams,Moment Area Method,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,6,1,,0.1213,0.0,0,Low sim=0.121
Slope and deflection in beams,Unit Load Method for calculating slope and deflection for rigid,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,7,1,,0.5894,0.2727,0,No signal: sim=0.589 delta=7 kw=0.273
Slope and deflection in beams,Influence lines for support reactions,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,8,1,,0.2241,0.0,0,No signal: sim=0.224 delta=8 kw=0.000
Slope and deflection in beams,Determination of S.F. and B.M. at a section,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,9,1,,0.192,0.0714,0,No signal: sim=0.192 delta=9 kw=0.071
Slope and deflection in beams,Introduction to the concept of slope deflection equation,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,10,1,,0.6683,0.1818,1,High sim=0.668 + delta=10
Slope and deflection in beams,Stiffness coefficients for prismatic members and their use,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,11,1,,0.2589,0.0833,0,No signal: sim=0.259 delta=11 kw=0.083
Slope and deflection in beams,Application of direct stiffness method to indeterminate,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,12,1,,0.2685,0.0,0,Far apart: delta=12 + sim=0.269
Principle of Superposition,Principle of Virtual work,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,1,1,,0.2763,0.4,1,kw_overlap=0.400 + delta=1<=6
Principle of Superposition,Castigliano’s  theorems,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,2,1,,0.2324,0.0,1,Adjacent topics: delta=2 + sim=0.232
Principle of Superposition,Betti’s  theorem  and  Maxwell’s,6.23-N-B.E.-Civil-Engineeing-Sem-III-IV.pdf,2094113,Structural Analysis,3,1,,0.0916,0.0,0,Low sim=0.092
