concept_a,concept_b,source_syllabus,order_delta,label,reason,domain_match,Course_Code,course_name,embedding_similarity,keyword_overlap
Crystal Structure,Miller Indices,ASCEND_seed_truth_layer,0,1,,1.0,,,0.2717,0.0
Wave Optics,Interference & Diffraction,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4894,0.0
Quantum Mechanics Basics,Schrödinger Wave Equation,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4439,0.0
Semiconductor Physics,PN Junction & Diodes,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4914,0.0
Water Treatment,Hardness & Softening,ASCEND_seed_truth_layer,0,1,,1.0,,,0.1783,0.0
Corrosion Science,Types of Corrosion,ASCEND_seed_truth_layer,0,1,,1.0,,,0.7483,0.25
Fuels & Combustion,Calorific Value Calculations,ASCEND_seed_truth_layer,0,1,,1.0,,,0.112,0.0
Ordinary Differential Equations,First Order ODE,ASCEND_seed_truth_layer,0,1,,1.0,,,0.6151,0.0
First Order ODE,Higher Order Linear ODE,ASCEND_seed_truth_layer,0,1,,1.0,,,0.7464,0.4
Laplace Transforms,Inverse Laplace Transforms,ASCEND_seed_truth_layer,0,1,,1.0,,,0.8807,0.6667
Fourier Series,Half Range Expansions,ASCEND_seed_truth_layer,0,1,,1.0,,,0.235,0.0
Vector Calculus,"Gradient, Divergence, Curl",ASCEND_seed_truth_layer,0,1,,1.0,,,0.5141,0.0
Vector Calculus,Line & Surface Integrals,ASCEND_seed_truth_layer,1,1,,1.0,,,0.3774,0.0
DC Circuit Analysis,Kirchhoff's Laws (KVL/KCL),ASCEND_seed_truth_layer,0,1,,1.0,,,0.2473,0.0
DC Circuit Analysis,Network Theorems,ASCEND_seed_truth_layer,1,1,,1.0,,,0.2456,0.0
AC Fundamentals,Phasor Diagrams,ASCEND_seed_truth_layer,0,1,,1.0,,,0.3745,0.0
Variables & Data Types,Control Flow (if/else/loops),ASCEND_seed_truth_layer,0,1,,1.0,,,0.1994,0.0
Control Flow (if/else/loops),Functions,ASCEND_seed_truth_layer,1,1,,1.0,,,0.193,0.0
Variables & Data Types,Pointers (C),ASCEND_seed_truth_layer,2,1,,1.0,,,0.201,0.0
Pointers (C),Structures & Unions (C),ASCEND_seed_truth_layer,0,1,,1.0,,,0.4441,0.25
Functions,Recursion,ASCEND_seed_truth_layer,2,1,,1.0,,,0.3057,0.0
Algorithm Analysis,Time Complexity (Big-O),ASCEND_seed_truth_layer,0,1,,1.0,,,0.4148,0.0
Algorithm Analysis,Space Complexity,ASCEND_seed_truth_layer,0,1,,1.0,,,0.3434,0.0
Linked Lists,Singly Linked List,ASCEND_seed_truth_layer,0,1,,1.0,,,0.8571,0.25
Linked Lists,Doubly Linked List,ASCEND_seed_truth_layer,0,1,,1.0,,,0.7856,0.25
Stacks,Stack Applications (Infix/Postfix),ASCEND_seed_truth_layer,0,1,,1.0,,,0.5003,0.0
Queues,Circular Queue,ASCEND_seed_truth_layer,0,1,,1.0,,,0.7408,0.0
Queues,Priority Queue,ASCEND_seed_truth_layer,0,1,,1.0,,,0.7115,0.0
Trees,Binary Tree,ASCEND_seed_truth_layer,0,1,,1.0,,,0.6425,0.0
Binary Tree,Binary Search Tree,ASCEND_seed_truth_layer,0,1,,1.0,,,0.8433,0.6667
Binary Search Tree,AVL Tree,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4618,0.25
Binary Tree,Tree Traversals (In/Pre/Post),ASCEND_seed_truth_layer,0,1,,1.0,,,0.5065,0.1667
Graphs,BFS & DFS,ASCEND_seed_truth_layer,0,1,,1.0,,,0.1495,0.0
Graphs,Dijkstra's Algorithm,ASCEND_seed_truth_layer,0,1,,1.0,,,0.3423,0.0
Graphs,Minimum Spanning Tree,ASCEND_seed_truth_layer,0,1,,1.0,,,0.3406,0.0
Sorting Algorithms,Bubble/Selection/Insertion Sort,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5146,0.0
Sorting Algorithms,Merge Sort,ASCEND_seed_truth_layer,0,1,,1.0,,,0.6052,0.0
Sorting Algorithms,Quick Sort,ASCEND_seed_truth_layer,0,1,,1.0,,,0.7161,0.0
Hashing,Collision Resolution,ASCEND_seed_truth_layer,0,1,,1.0,,,0.242,0.0
Introduction to DBMS,Data Models (ER Model),ASCEND_seed_truth_layer,0,1,,1.0,,,0.3742,0.0
Data Models (ER Model),ER Diagrams,ASCEND_seed_truth_layer,0,1,,1.0,,,0.6146,0.2
SQL Fundamentals,SQL Joins,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5073,0.3333
SQL Fundamentals,SQL Aggregation & Subqueries,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4184,0.25
Normalization,"1NF, 2NF, 3NF",ASCEND_seed_truth_layer,0,1,,1.0,,,0.1463,0.0
"1NF, 2NF, 3NF",BCNF,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5455,0.0
Normalization,Functional Dependencies,ASCEND_seed_truth_layer,0,1,,1.0,,,0.1039,0.0
Transaction Management,ACID Properties,ASCEND_seed_truth_layer,0,1,,1.0,,,0.0926,0.0
Transaction Management,Concurrency Control,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5541,0.0
Concurrency Control,Deadlock Handling,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5901,0.0
Indexing,B-Tree & B+ Tree,ASCEND_seed_truth_layer,0,1,,1.0,,,0.189,0.0
Classes & Objects,Constructors & Destructors,ASCEND_seed_truth_layer,0,1,,1.0,,,0.3688,0.0
Encapsulation,Access Modifiers,ASCEND_seed_truth_layer,0,1,,1.0,,,0.3471,0.0
Inheritance,Single & Multiple Inheritance,ASCEND_seed_truth_layer,0,1,,1.0,,,0.7796,0.3333
Polymorphism,Method Overloading,ASCEND_seed_truth_layer,0,1,,1.0,,,0.2069,0.0
Polymorphism,Method Overriding,ASCEND_seed_truth_layer,0,1,,1.0,,,0.2394,0.0
Polymorphism,Operator Overloading,ASCEND_seed_truth_layer,0,1,,1.0,,,0.1917,0.0
Abstraction,Abstract Classes,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5512,0.0
Abstraction,Interfaces,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4839,0.0
Design Patterns (Intro),Singleton Pattern,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4145,0.0
Design Patterns (Intro),Factory Pattern,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5425,0.0
Integration Techniques,Successive Differentiation,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.2109,0.0
Polar & Exponential Forms,Matrices & Determinants,ASCEND_seed_truth_layer,1,0,,1.0,,,0.1096,0.0
Complex Numbers,Cayley-Hamilton Theorem,ASCEND_seed_truth_layer,1,0,,1.0,,,0.1294,0.0
Double & Triple Integrals,Euler's Theorem (Homogeneous),ASCEND_seed_truth_layer,-2,0,,1.0,,,0.035,0.0
De Moivre's Theorem,Beta & Gamma Functions,ASCEND_seed_truth_layer,4,0,,1.0,,,0.1127,0.0
De Moivre's Theorem,Leibnitz's Theorem,ASCEND_seed_truth_layer,2,0,,1.0,,,0.2151,0.4
Cayley-Hamilton Theorem,De Moivre's Theorem,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2342,0.1667
Differential Calculus,Polar & Exponential Forms,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.2165,0.0
Euler's Theorem (Homogeneous),Double & Triple Integrals,ASCEND_seed_truth_layer,2,0,,1.0,,,0.035,0.0
Quantum Mechanics Basics,Semiconductor Physics,ASCEND_seed_truth_layer,1,0,,1.0,,,0.3597,0.0
Schrödinger Wave Equation,Crystal Structure,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.0538,0.0
Wave Optics,Crystal Structure,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2575,0.0
PN Junction & Diodes,Schrödinger Wave Equation,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.048,0.0
Fuels & Combustion,Water Treatment,ASCEND_seed_truth_layer,-3,0,,1.0,,,0.0752,0.0
Corrosion Science,Water Treatment,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2588,0.0
Fuels & Combustion,Hardness & Softening,ASCEND_seed_truth_layer,-3,0,,1.0,,,0.0549,0.0
Ordinary Differential Equations,Line & Surface Integrals,ASCEND_seed_truth_layer,4,0,,1.0,,,0.1924,0.0
Laplace Transforms,Ordinary Differential Equations,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2597,0.0
Fourier Series,Higher Order Linear ODE,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.0856,0.0
Laplace Transforms,Higher Order Linear ODE,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2634,0.0
First Order ODE,Line & Surface Integrals,ASCEND_seed_truth_layer,4,0,,1.0,,,0.0875,0.0
Laplace Transforms,First Order ODE,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2388,0.0
Three Phase Systems,DC Circuit Analysis,ASCEND_seed_truth_layer,-4,0,,1.0,,,0.1362,0.0
AC Fundamentals,DC Circuit Analysis,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.3036,0.0
Three Phase Systems,Kirchhoff's Laws (KVL/KCL),ASCEND_seed_truth_layer,-4,0,,1.0,,,0.1953,0.0
Structures & Unions (C),File I/O,ASCEND_seed_truth_layer,1,0,,1.0,,,0.1609,0.0
File I/O,Variables & Data Types,ASCEND_seed_truth_layer,-3,0,,1.0,,,0.1243,0.0
Functions,Variables & Data Types,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.1827,0.0
File I/O,Control Flow (if/else/loops),ASCEND_seed_truth_layer,-3,0,,1.0,,,0.1388,0.0
Structures & Unions (C),Control Flow (if/else/loops),ASCEND_seed_truth_layer,-2,0,,1.0,,,0.1914,0.0
Bubble/Selection/Insertion Sort,Collision Resolution,ASCEND_seed_truth_layer,1,0,,1.0,,,0.0463,0.0
Space Complexity,Priority Queue,ASCEND_seed_truth_layer,2,0,,1.0,,,0.1327,0.0
AVL Tree,Algorithm Analysis,ASCEND_seed_truth_layer,-3,0,,1.0,,,0.2278,0.0
Circular Queue,Doubly Linked List,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.1253,0.0
Singly Linked List,AVL Tree,ASCEND_seed_truth_layer,2,0,,1.0,,,0.1143,0.0
Linked Lists,Hashing,ASCEND_seed_truth_layer,5,0,,1.0,,,0.2122,0.0
Space Complexity,Hashing,ASCEND_seed_truth_layer,6,0,,1.0,,,0.2514,0.0
Space Complexity,Doubly Linked List,ASCEND_seed_truth_layer,1,0,,1.0,,,0.0681,0.0
AVL Tree,Sorting Algorithms,ASCEND_seed_truth_layer,2,0,,1.0,,,0.1601,0.0
Bubble/Selection/Insertion Sort,Time Complexity (Big-O),ASCEND_seed_truth_layer,-5,0,,1.0,,,0.1744,0.0
BFS & DFS,Minimum Spanning Tree,ASCEND_seed_truth_layer,0,0,,1.0,,,0.1379,0.0
Circular Queue,Dijkstra's Algorithm,ASCEND_seed_truth_layer,2,0,,1.0,,,0.2457,0.0
Algorithm Analysis,Dijkstra's Algorithm,ASCEND_seed_truth_layer,4,0,,1.0,,,0.5333,0.25
Algorithm Analysis,BFS & DFS,ASCEND_seed_truth_layer,4,0,,1.0,,,0.0861,0.0
Hashing,Time Complexity (Big-O),ASCEND_seed_truth_layer,-6,0,,1.0,,,0.1958,0.0
Bubble/Selection/Insertion Sort,Linked Lists,ASCEND_seed_truth_layer,-4,0,,1.0,,,0.2145,0.0
Singly Linked List,Queues,ASCEND_seed_truth_layer,1,0,,1.0,,,0.1065,0.0
Bubble/Selection/Insertion Sort,Binary Tree,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.1945,0.0
Transaction Management,SQL Aggregation & Subqueries,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.1774,0.0
Introduction to DBMS,B-Tree & B+ Tree,ASCEND_seed_truth_layer,4,0,,1.0,,,0.192,0.0
Introduction to DBMS,SQL Joins,ASCEND_seed_truth_layer,1,0,,1.0,,,0.2886,0.0
Functional Dependencies,"1NF, 2NF, 3NF",ASCEND_seed_truth_layer,0,0,,1.0,,,0.212,0.0
ER Diagrams,BCNF,ASCEND_seed_truth_layer,2,0,,1.0,,,0.1573,0.0
ER Diagrams,SQL Joins,ASCEND_seed_truth_layer,1,0,,1.0,,,0.1664,0.0
B-Tree & B+ Tree,Data Models (ER Model),ASCEND_seed_truth_layer,-4,0,,1.0,,,0.1589,0.0
SQL Joins,Data Models (ER Model),ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2122,0.0
"1NF, 2NF, 3NF",Functional Dependencies,ASCEND_seed_truth_layer,0,0,,1.0,,,0.212,0.0
Introduction to DBMS,Indexing,ASCEND_seed_truth_layer,4,0,,1.0,,,0.1891,0.0
B-Tree & B+ Tree,SQL Aggregation & Subqueries,ASCEND_seed_truth_layer,-3,0,,1.0,,,0.1694,0.0
Exception Handling,Constructors & Destructors,ASCEND_seed_truth_layer,-5,0,,1.0,,,0.1154,0.0
Classes & Objects,Method Overriding,ASCEND_seed_truth_layer,3,0,,1.0,,,0.2959,0.0
Inheritance,Interfaces,ASCEND_seed_truth_layer,2,0,,1.0,,,0.2985,0.0
Singleton Pattern,Access Modifiers,ASCEND_seed_truth_layer,-5,0,,1.0,,,0.1503,0.0
Access Modifiers,Interfaces,ASCEND_seed_truth_layer,3,0,,1.0,,,0.2317,0.0
Single & Multiple Inheritance,Encapsulation,ASCEND_seed_truth_layer,-1,0,,1.0,,,0.2872,0.0
Constructors & Destructors,Abstract Classes,ASCEND_seed_truth_layer,4,0,,1.0,,,0.3299,0.0
Design Patterns (Intro),Abstract Classes,ASCEND_seed_truth_layer,-2,0,,1.0,,,0.2986,0.0
Constructors & Destructors,Method Overloading,ASCEND_seed_truth_layer,3,0,,1.0,,,0.3044,0.0
Exception Handling,Singleton Pattern,ASCEND_seed_truth_layer,1,0,,1.0,,,0.2425,0.0
Circuits: (Only independent sources) Kirchhoff’s,Ideal and Practical Voltage and Current,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.284,0.0
Circuits: (Only independent sources) Kirchhoff’s,Mesh and Nodal,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2285,0.0
Circuits: (Only independent sources) Kirchhoff’s,Analysis (no super node and super mesh) Star-Delta /,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1934,0.0
Circuits: (Only independent sources) Kirchhoff’s,Delta-Star Transformations,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1475,0.0
Circuits: (Only independent sources) Kirchhoff’s,Thevenin’s Theorem,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2025,0.125
Circuits: (Only independent sources) Kirchhoff’s,Maximum Power Transfer Theorem,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2153,0.0
Circuits: (Only independent sources) Kirchhoff’s,AC Circuits: Generation of alternating voltage,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3304,0.0909
Circuits: (Only independent sources) Kirchhoff’s,Single-phase ac series,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2464,0.0
Circuits: (Only independent sources) Kirchhoff’s,RLC combinations,6.14N-CSE-AIML.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2475,0.0
Circuits: (Only independent sources) Kirchhoff’s,Series and parallel,6.14N-CSE-AIML.pdf,10,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1963,0.0
Circuits: (Only independent sources) Kirchhoff’s,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,11,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1232,0.0
Circuits: (Only independent sources) Kirchhoff’s,Transformer losses,6.14N-CSE-AIML.pdf,12,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1149,0.0
Circuits: (Only independent sources) Kirchhoff’s,Single-Phase induction motors,6.14N-CSE-AIML.pdf,13,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0924,0.0
Circuits: (Only independent sources) Kirchhoff’s,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,14,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1938,0.0
Circuits: (Only independent sources) Kirchhoff’s,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,15,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2824,0.0
Ideal and Practical Voltage and Current,Mesh and Nodal,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1116,0.1429
Ideal and Practical Voltage and Current,Analysis (no super node and super mesh) Star-Delta /,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0492,0.0833
Ideal and Practical Voltage and Current,Delta-Star Transformations,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0173,0.0
Ideal and Practical Voltage and Current,Thevenin’s Theorem,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.168,0.0
Ideal and Practical Voltage and Current,Maximum Power Transfer Theorem,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3391,0.0
Ideal and Practical Voltage and Current,AC Circuits: Generation of alternating voltage,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.4062,0.1
Ideal and Practical Voltage and Current,Single-phase ac series,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2346,0.0
Ideal and Practical Voltage and Current,RLC combinations,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0247,0.0
Ideal and Practical Voltage and Current,Series and parallel,6.14N-CSE-AIML.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.065,0.1429
Ideal and Practical Voltage and Current,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,10,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2195,0.0
Ideal and Practical Voltage and Current,Transformer losses,6.14N-CSE-AIML.pdf,11,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2392,0.0
Ideal and Practical Voltage and Current,Single-Phase induction motors,6.14N-CSE-AIML.pdf,12,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1962,0.0
Ideal and Practical Voltage and Current,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,13,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3021,0.0
Ideal and Practical Voltage and Current,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,14,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3381,0.0
Mesh and Nodal,Analysis (no super node and super mesh) Star-Delta /,6.14N-CSE-AIML.pdf,1,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.3998,0.2222
Mesh and Nodal,Delta-Star Transformations,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1649,0.0
Mesh and Nodal,Thevenin’s Theorem,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1148,0.0
Mesh and Nodal,Maximum Power Transfer Theorem,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0443,0.0
Mesh and Nodal,AC Circuits: Generation of alternating voltage,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1006,0.0
Mesh and Nodal,Single-phase ac series,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1045,0.0
Mesh and Nodal,RLC combinations,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0277,0.0
Mesh and Nodal,Series and parallel,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1062,0.2
Mesh and Nodal,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1186,0.0
Mesh and Nodal,Transformer losses,6.14N-CSE-AIML.pdf,10,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.063,0.0
Mesh and Nodal,Single-Phase induction motors,6.14N-CSE-AIML.pdf,11,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0782,0.0
Mesh and Nodal,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,12,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.106,0.0
Mesh and Nodal,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,13,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1098,0.0
Analysis (no super node and super mesh) Star-Delta /,Delta-Star Transformations,6.14N-CSE-AIML.pdf,1,1,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.5966,0.2222
Analysis (no super node and super mesh) Star-Delta /,Thevenin’s Theorem,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0843,0.0
Analysis (no super node and super mesh) Star-Delta /,Maximum Power Transfer Theorem,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1129,0.0
Analysis (no super node and super mesh) Star-Delta /,AC Circuits: Generation of alternating voltage,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,-0.0009,0.0
Analysis (no super node and super mesh) Star-Delta /,Single-phase ac series,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1483,0.0
Analysis (no super node and super mesh) Star-Delta /,RLC combinations,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0157,0.0
Analysis (no super node and super mesh) Star-Delta /,Series and parallel,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1179,0.1
Analysis (no super node and super mesh) Star-Delta /,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.142,0.0
Analysis (no super node and super mesh) Star-Delta /,Transformer losses,6.14N-CSE-AIML.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0472,0.0
Analysis (no super node and super mesh) Star-Delta /,Single-Phase induction motors,6.14N-CSE-AIML.pdf,10,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0145,0.0
Analysis (no super node and super mesh) Star-Delta /,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,11,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0969,0.0
Analysis (no super node and super mesh) Star-Delta /,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,12,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1385,0.0
Delta-Star Transformations,Thevenin’s Theorem,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0964,0.0
Delta-Star Transformations,Maximum Power Transfer Theorem,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0988,0.0
Delta-Star Transformations,AC Circuits: Generation of alternating voltage,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0306,0.0
Delta-Star Transformations,Single-phase ac series,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1581,0.0
Delta-Star Transformations,RLC combinations,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0863,0.0
Delta-Star Transformations,Series and parallel,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0908,0.0
Delta-Star Transformations,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2168,0.0
Delta-Star Transformations,Transformer losses,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2051,0.0
Delta-Star Transformations,Single-Phase induction motors,6.14N-CSE-AIML.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0699,0.0
Delta-Star Transformations,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,10,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1204,0.0
Delta-Star Transformations,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,11,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0989,0.0
Thevenin’s Theorem,Maximum Power Transfer Theorem,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2807,0.1667
Thevenin’s Theorem,AC Circuits: Generation of alternating voltage,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1226,0.0
Thevenin’s Theorem,Single-phase ac series,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1501,0.0
Thevenin’s Theorem,RLC combinations,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1016,0.0
Thevenin’s Theorem,Series and parallel,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1857,0.0
Thevenin’s Theorem,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0179,0.0
Thevenin’s Theorem,Transformer losses,6.14N-CSE-AIML.pdf,7,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0522,0.0
Thevenin’s Theorem,Single-Phase induction motors,6.14N-CSE-AIML.pdf,8,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0626,0.0
Thevenin’s Theorem,Special Purpose Diodes: (Numerical are not,6.14N-CSE-AIML.pdf,9,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0841,0.0
Thevenin’s Theorem,Introduction to Transistors: (Numerical are not,6.14N-CSE-AIML.pdf,10,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0536,0.0
Maximum Power Transfer Theorem,AC Circuits: Generation of alternating voltage,6.14N-CSE-AIML.pdf,1,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2214,0.0
Maximum Power Transfer Theorem,Single-phase ac series,6.14N-CSE-AIML.pdf,2,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1733,0.0
Maximum Power Transfer Theorem,RLC combinations,6.14N-CSE-AIML.pdf,3,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0918,0.0
Maximum Power Transfer Theorem,Series and parallel,6.14N-CSE-AIML.pdf,4,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.0517,0.0
Maximum Power Transfer Theorem,Single Phase Transformer: (Numerical are not,6.14N-CSE-AIML.pdf,5,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.1601,0.0
Maximum Power Transfer Theorem,Transformer losses,6.14N-CSE-AIML.pdf,6,0,,1.0,ESC102,Basic Electrical and Electronics Engineering,0.2756,0.0
